Customer ID,Purchase Date,Drone Model,Price,Payment Method,Warranty,Usage Frequency,Purpose of Use,Customer Satisfaction,Customer Feedback
CUST2345,2023-05-29,Yuneec Typhoon H,769.85,Credit Card,No Warranty,Weekly,Professional Use,3,I'm truly impressed with the Yuneec Typhoon H. It's excellent and exceptional for Professional Use.
CUST2346,2023-06-10,DJI Air 2S,959.85,Credit Card,2 Years,Weekly,Professional Use,5,"For the price of 959.85, the DJI Air 2S offers outstanding performance. It's fantastic for Professional Use."
CUST2347,2023-02-11,DJI Mini 2,2174.89,Debit Card,No Warranty,Monthly,Professional Use,5,I'm truly impressed with the DJI Mini 2. It's reliable and fantastic for Professional Use.
CUST2348,2022-10-15,Autel EVO Lite+,1523.41,Credit Card,2 Years,Daily,Professional Use,4,"For the price of 1523.41, the Autel EVO Lite+ offers reliable performance. It's perfect for Professional Use."
CUST2349,2023-02-22,DJI Air 2S,1197.68,Debit Card,1 Year,Daily,Professional Use,1,"For the price of 1197.68, the DJI Air 2S offers reliable performance. It's amazing for Professional Use."
CUST2350,2023-09-04,Autel EVO 2 Pro,2150.51,PayPal,2 Years,Weekly,Recreation,1,I couldn't be happier with the Autel EVO 2 Pro. It's reliable and amazing for Recreation.
CUST2351,2023-08-25,Autel EVO Lite+,701.17,Debit Card,1 Year,Daily,Professional Use,4,"For the price of 701.17, the Autel EVO Lite+ offers impressive performance. It's perfect for Professional Use."
CUST2352,2023-07-08,Parrot Anafi USA,2496.26,Cash,2 Years,Weekly,Recreation,4,"For the price of 2496.26, the Parrot Anafi USA offers outstanding performance. It's fantastic for Recreation."
CUST2353,2023-06-20,DJI Mini 2,1394.37,Credit Card,No Warranty,Monthly,Professional Use,5,"For the price of 1394.37, the DJI Mini 2 offers reliable performance. It's perfect for Professional Use."
CUST2354,2022-11-28,Parrot Anafi USA,1431.18,Cash,No Warranty,Monthly,Recreation,4,The Parrot Anafi USA is reliable and exceeded my expectations. It's exceptional for Recreation.
CUST2355,2023-06-29,DJI Mavic Air 2,396.8,Debit Card,No Warranty,Weekly,Recreation,4,"For the price of 396.8, the DJI Mavic Air 2 offers satisfying performance. It's fantastic for Recreation."
CUST2356,2023-06-18,Skydio X2,1434.45,PayPal,1 Year,Daily,Professional Use,3,"For the price of 1434.45, the Skydio X2 offers excellent performance. It's exceptional for Professional Use."
CUST2357,2022-12-10,Autel EVO Lite+,849.05,Debit Card,1 Year,Monthly,Recreation,4,I'm truly impressed with the Autel EVO Lite+. It's impressive and amazing for Recreation.
CUST2358,2023-08-22,Skydio X2,2158.94,PayPal,1 Year,Weekly,Professional Use,3,"For the price of 2158.94, the Skydio X2 offers reliable performance. It's terrific for Professional Use."
CUST2359,2023-03-04,Yuneec Typhoon H,1737.55,Credit Card,1 Year,Daily,Recreation,4,I'm truly impressed with the Yuneec Typhoon H. It's reliable and perfect for Recreation.
CUST2360,2023-03-13,Autel EVO Lite+,404.93,Debit Card,2 Years,Weekly,Recreation,3,I couldn't be happier with the Autel EVO Lite+. It's satisfying and exceptional for Recreation.
CUST2361,2023-03-11,DJI Air 2S,678.8,PayPal,2 Years,Weekly,Professional Use,3,"For the price of 678.8, the DJI Air 2S offers satisfying performance. It's terrific for Professional Use."
CUST2362,2023-03-29,Autel EVO 2 Pro,1106.82,Debit Card,No Warranty,Daily,Professional Use,4,The Autel EVO 2 Pro is satisfying and exceeded my expectations. It's exceptional for Professional Use.
CUST2363,2023-09-02,Autel EVO Lite+,1232.11,Debit Card,No Warranty,Weekly,Recreation,5,The Autel EVO Lite+ is reliable and exceeded my expectations. It's fantastic for Recreation.
CUST2364,2023-07-19,Skydio 2,2310.02,Cash,1 Year,Weekly,Aerial Photography,4,"For the price of 2310.02, the Skydio 2 offers outstanding performance. It's perfect for Aerial Photography."
CUST2365,2023-08-21,Autel EVO Nano+,2284.05,PayPal,No Warranty,Monthly,Professional Use,4,I couldn't be happier with the Autel EVO Nano+. It's impressive and perfect for Professional Use.
CUST2366,2023-08-17,DJI Air 2S,1695.09,PayPal,No Warranty,Daily,Aerial Photography,4,"For the price of 1695.09, the DJI Air 2S offers impressive performance. It's amazing for Aerial Photography."
CUST2367,2022-10-28,Autel EVO Nano+,2412.86,Cash,1 Year,Daily,Recreation,4,"For the price of 2412.86, the Autel EVO Nano+ offers excellent performance. It's terrific for Recreation."
CUST2368,2023-01-02,Autel EVO Nano+,2062.9,Debit Card,2 Years,Monthly,Professional Use,4,"For the price of 2062.9, the Autel EVO Nano+ offers impressive performance. It's amazing for Professional Use."
CUST2369,2023-07-28,DJI Mavic Air 2,613.23,Cash,No Warranty,Monthly,Aerial Photography,3,I'm truly impressed with the DJI Mavic Air 2. It's satisfying and amazing for Aerial Photography.
CUST2370,2023-01-29,Autel EVO Nano+,1260.82,Cash,1 Year,Monthly,Aerial Photography,5,"For the price of 1260.82, the Autel EVO Nano+ offers impressive performance. It's fantastic for Aerial Photography."
CUST2371,2023-01-14,Autel EVO 2 Pro,577.89,PayPal,1 Year,Weekly,Aerial Photography,4,"For the price of 577.89, the Autel EVO 2 Pro offers excellent performance. It's terrific for Aerial Photography."
CUST2372,2022-11-11,Autel EVO 2 Pro,712.72,Credit Card,1 Year,Weekly,Aerial Photography,4,I couldn't be happier with the Autel EVO 2 Pro. It's outstanding and fantastic for Aerial Photography.
CUST2373,2023-01-03,Autel EVO Lite+,889.03,Debit Card,No Warranty,Weekly,Professional Use,5,I'm truly impressed with the Autel EVO Lite+. It's reliable and perfect for Professional Use.
CUST2374,2023-03-13,Yuneec Typhoon H,999.59,Debit Card,2 Years,Weekly,Aerial Photography,4,The Yuneec Typhoon H is excellent and exceeded my expectations. It's amazing for Aerial Photography.
CUST2375,2023-02-28,Parrot Anafi USA,1442.11,Debit Card,2 Years,Monthly,Aerial Photography,4,"For the price of 1442.11, the Parrot Anafi USA offers satisfying performance. It's perfect for Aerial Photography."
CUST2376,2023-07-16,Parrot Anafi USA,691.93,Cash,1 Year,Daily,Professional Use,4,"For the price of 691.93, the Parrot Anafi USA offers satisfying performance. It's perfect for Professional Use."
CUST2377,2023-08-15,Skydio 2,421.14,PayPal,2 Years,Monthly,Professional Use,3,"For the price of 421.14, the Skydio 2 offers satisfying performance. It's terrific for Professional Use."
CUST2378,2023-01-11,Autel EVO 2 Pro,1651.95,Debit Card,No Warranty,Weekly,Recreation,3,"For the price of 1651.95, the Autel EVO 2 Pro offers excellent performance. It's exceptional for Recreation."
CUST2379,2022-11-03,Autel EVO Nano+,930.92,Debit Card,1 Year,Monthly,Professional Use,4,The Autel EVO Nano+ is reliable and exceeded my expectations. It's terrific for Professional Use.
CUST2380,2023-07-24,Skydio 2,1987.68,Debit Card,2 Years,Monthly,Aerial Photography,5,"For the price of 1987.68, the Skydio 2 offers outstanding performance. It's perfect for Aerial Photography."
CUST2381,2023-03-28,Parrot Anafi USA,1836.78,Credit Card,No Warranty,Monthly,Recreation,5,"For the price of 1836.78, the Parrot Anafi USA offers outstanding performance. It's perfect for Recreation."
CUST2382,2022-10-26,DJI Mavic Air 2,443.0,Debit Card,No Warranty,Monthly,Aerial Photography,5,"For the price of 443.0, the DJI Mavic Air 2 offers satisfying performance. It's perfect for Aerial Photography."
CUST2383,2023-09-04,Skydio 2,618.33,Cash,1 Year,Monthly,Professional Use,3,I'm truly impressed with the Skydio 2. It's satisfying and exceptional for Professional Use.
CUST2384,2022-12-02,DJI Mavic Air 2,1020.09,PayPal,1 Year,Daily,Recreation,4,I'm truly impressed with the DJI Mavic Air 2. It's satisfying and amazing for Recreation.
CUST2385,2023-08-23,Yuneec Typhoon H,1990.98,Cash,2 Years,Weekly,Professional Use,4,I couldn't be happier with the Yuneec Typhoon H. It's reliable and terrific for Professional Use.
CUST2386,2022-11-30,Autel EVO Nano+,2228.69,PayPal,2 Years,Daily,Recreation,5,I'm truly impressed with the Autel EVO Nano+. It's excellent and perfect for Recreation.
CUST2387,2022-10-20,Parrot Anafi USA,1454.86,Credit Card,No Warranty,Monthly,Aerial Photography,5,I couldn't be happier with the Parrot Anafi USA. It's satisfying and perfect for Aerial Photography.
CUST2388,2023-06-09,Autel EVO Lite+,1281.15,PayPal,2 Years,Daily,Aerial Photography,5,I'm truly impressed with the Autel EVO Lite+. It's excellent and perfect for Aerial Photography.
CUST2389,2023-06-30,DJI Air 2S,1163.65,Credit Card,No Warranty,Daily,Aerial Photography,5,I couldn't be happier with the DJI Air 2S. It's outstanding and exceptional for Aerial Photography.
CUST2390,2023-09-03,DJI Mini 2,1202.9,Debit Card,No Warranty,Daily,Professional Use,3,The DJI Mini 2 is satisfying and exceeded my expectations. It's exceptional for Professional Use.
CUST2391,2023-05-28,Parrot Anafi USA,511.39,Cash,1 Year,Daily,Professional Use,4,"For the price of 511.39, the Parrot Anafi USA offers satisfying performance. It's exceptional for Professional Use."
CUST2392,2023-07-12,DJI Air 2S,2098.05,PayPal,2 Years,Weekly,Recreation,3,I couldn't be happier with the DJI Air 2S. It's reliable and exceptional for Recreation.
CUST2393,2023-08-27,Skydio 2,510.85,Debit Card,1 Year,Daily,Professional Use,4,I couldn't be happier with the Skydio 2. It's impressive and amazing for Professional Use.
CUST2394,2023-02-28,DJI Mavic Air 2,1162.42,Cash,1 Year,Daily,Professional Use,4,The DJI Mavic Air 2 is outstanding and exceeded my expectations. It's exceptional for Professional Use.
CUST2395,2023-08-17,Skydio 2,1812.91,Debit Card,2 Years,Weekly,Recreation,4,"For the price of 1812.91, the Skydio 2 offers reliable performance. It's perfect for Recreation."
CUST2396,2023-08-19,Skydio X2,2007.9,Debit Card,No Warranty,Weekly,Professional Use,3,"For the price of 2007.9, the Skydio X2 offers excellent performance. It's amazing for Professional Use."
CUST2397,2022-10-18,Skydio 2,2387.94,Debit Card,2 Years,Weekly,Professional Use,4,"For the price of 2387.94, the Skydio 2 offers reliable performance. It's terrific for Professional Use."
CUST2398,2023-08-04,DJI Mavic Air 2,2458.02,PayPal,2 Years,Weekly,Aerial Photography,5,The DJI Mavic Air 2 is outstanding and exceeded my expectations. It's fantastic for Aerial Photography.
CUST2399,2023-07-29,DJI Mini 2,1175.81,Cash,1 Year,Monthly,Aerial Photography,5,The DJI Mini 2 is outstanding and exceeded my expectations. It's exceptional for Aerial Photography.
CUST2400,2023-09-01,Autel EVO 2 Pro,775.84,Cash,No Warranty,Weekly,Recreation,4,The Autel EVO 2 Pro is excellent and exceeded my expectations. It's amazing for Recreation.
CUST2401,2023-01-25,Skydio X2,1040.44,Cash,2 Years,Weekly,Recreation,4,I'm truly impressed with the Skydio X2. It's satisfying and amazing for Recreation.
CUST2402,2023-02-25,Parrot Anafi USA,1528.78,PayPal,2 Years,Monthly,Recreation,5,I'm truly impressed with the Parrot Anafi USA. It's excellent and perfect for Recreation.
CUST2403,2023-06-02,Skydio 2,2344.1,Cash,No Warranty,Daily,Professional Use,3,I couldn't be happier with the Skydio 2. It's excellent and exceptional for Professional Use.
CUST2404,2023-08-22,Skydio X2,1111.96,Debit Card,2 Years,Daily,Recreation,5,"For the price of 1111.96, the Skydio X2 offers outstanding performance. It's amazing for Recreation."
CUST2405,2023-07-07,Parrot Anafi USA,2451.13,Credit Card,1 Year,Daily,Professional Use,3,"For the price of 2451.13, the Parrot Anafi USA offers satisfying performance. It's amazing for Professional Use."
CUST2406,2023-08-28,Yuneec Typhoon H,475.74,Cash,2 Years,Weekly,Recreation,4,I couldn't be happier with the Yuneec Typhoon H. It's satisfying and perfect for Recreation.
CUST2407,2022-11-30,Autel EVO 2 Pro,2308.57,Credit Card,No Warranty,Monthly,Professional Use,4,I'm truly impressed with the Autel EVO 2 Pro. It's impressive and exceptional for Professional Use.
CUST2408,2023-08-04,Skydio X2,728.34,Cash,2 Years,Monthly,Professional Use,4,"For the price of 728.34, the Skydio X2 offers impressive performance. It's fantastic for Professional Use."
CUST2409,2023-02-12,Skydio X2,1058.72,Cash,2 Years,Monthly,Recreation,5,"For the price of 1058.72, the Skydio X2 offers satisfying performance. It's fantastic for Recreation."
CUST2410,2023-03-20,Autel EVO Nano+,1528.46,Cash,1 Year,Daily,Aerial Photography,5,I couldn't be happier with the Autel EVO Nano+. It's outstanding and exceptional for Aerial Photography.
CUST2411,2023-05-20,Skydio 2,380.91,Debit Card,No Warranty,Daily,Aerial Photography,4,The Skydio 2 is excellent and exceeded my expectations. It's perfect for Aerial Photography.
CUST2412,2022-10-09,Parrot Anafi USA,2108.92,Debit Card,1 Year,Weekly,Professional Use,5,I'm truly impressed with the Parrot Anafi USA. It's excellent and fantastic for Professional Use.
CUST2413,2023-06-24,Autel EVO 2 Pro,2273.08,Credit Card,2 Years,Weekly,Recreation,5,I'm truly impressed with the Autel EVO 2 Pro. It's excellent and fantastic for Recreation.
CUST2414,2022-11-28,DJI Mavic Air 2,1142.81,PayPal,No Warranty,Monthly,Aerial Photography,4,"For the price of 1142.81, the DJI Mavic Air 2 offers outstanding performance. It's perfect for Aerial Photography."
CUST2415,2023-08-11,DJI Air 2S,717.39,PayPal,1 Year,Weekly,Aerial Photography,5,I'm truly impressed with the DJI Air 2S. It's outstanding and amazing for Aerial Photography.
CUST2416,2023-01-25,Yuneec Typhoon H,705.16,Debit Card,2 Years,Weekly,Recreation,4,"For the price of 705.16, the Yuneec Typhoon H offers satisfying performance. It's perfect for Recreation."
CUST2417,2022-11-14,DJI Mini 2,1575.25,Cash,No Warranty,Daily,Professional Use,5,"For the price of 1575.25, the DJI Mini 2 offers outstanding performance. It's perfect for Professional Use."
CUST2418,2023-08-25,Yuneec Typhoon H,1323.71,Debit Card,2 Years,Monthly,Recreation,3,"For the price of 1323.71, the Yuneec Typhoon H offers satisfying performance. It's exceptional for Recreation."
CUST2419,2022-11-16,Autel EVO 2 Pro,1382.28,Debit Card,1 Year,Monthly,Recreation,3,"For the price of 1382.28, the Autel EVO 2 Pro offers excellent performance. It's exceptional for Recreation."
CUST2420,2023-02-25,Yuneec Typhoon H,660.41,Debit Card,2 Years,Daily,Professional Use,4,The Yuneec Typhoon H is outstanding and exceeded my expectations. It's amazing for Professional Use.
CUST2421,2022-12-05,Autel EVO 2 Pro,1367.38,Debit Card,2 Years,Daily,Recreation,5,"For the price of 1367.38, the Autel EVO 2 Pro offers impressive performance. It's exceptional for Recreation."
CUST2422,2023-08-02,Parrot Anafi USA,1606.44,PayPal,No Warranty,Weekly,Recreation,5,"For the price of 1606.44, the Parrot Anafi USA offers excellent performance. It's fantastic for Recreation."
CUST2423,2023-05-25,DJI Mini 2,653.78,PayPal,2 Years,Weekly,Aerial Photography,4,"For the price of 653.78, the DJI Mini 2 offers excellent performance. It's terrific for Aerial Photography."
CUST2424,2022-10-12,Yuneec Typhoon H,1773.03,Debit Card,1 Year,Daily,Recreation,5,"For the price of 1773.03, the Yuneec Typhoon H offers excellent performance. It's perfect for Recreation."
CUST2425,2023-03-01,Skydio 2,815.57,PayPal,2 Years,Daily,Aerial Photography,3,"For the price of 815.57, the Skydio 2 offers satisfying performance. It's amazing for Aerial Photography."
CUST2426,2022-10-29,Skydio X2,2052.08,Debit Card,1 Year,Weekly,Professional Use,5,"For the price of 2052.08, the Skydio X2 offers impressive performance. It's terrific for Professional Use."
CUST2427,2023-09-02,DJI Air 2S,375.1,Debit Card,No Warranty,Weekly,Aerial Photography,4,The DJI Air 2S is impressive and exceeded my expectations. It's fantastic for Aerial Photography.
CUST2428,2023-04-17,Skydio 2,596.06,PayPal,1 Year,Daily,Recreation,4,The Skydio 2 is impressive and exceeded my expectations. It's amazing for Recreation.
CUST2429,2023-05-02,Skydio 2,1403.88,PayPal,2 Years,Weekly,Recreation,3,"For the price of 1403.88, the Skydio 2 offers satisfying performance. It's amazing for Recreation."
CUST2430,2023-05-09,DJI Mini 2,1132.76,Credit Card,No Warranty,Monthly,Aerial Photography,3,The DJI Mini 2 is excellent and exceeded my expectations. It's amazing for Aerial Photography.
CUST2431,2023-09-03,Autel EVO Nano+,2099.5,Credit Card,2 Years,Weekly,Aerial Photography,5,I'm truly impressed with the Autel EVO Nano+. It's impressive and fantastic for Aerial Photography.
CUST2432,2023-02-06,Autel EVO Nano+,1351.92,PayPal,2 Years,Weekly,Aerial Photography,5,I couldn't be happier with the Autel EVO Nano+. It's outstanding and fantastic for Aerial Photography.
CUST2433,2022-12-12,Parrot Anafi USA,2418.84,Credit Card,1 Year,Monthly,Professional Use,5,"For the price of 2418.84, the Parrot Anafi USA offers outstanding performance. It's amazing for Professional Use."
CUST2434,2023-02-19,Skydio 2,1816.35,PayPal,1 Year,Daily,Aerial Photography,5,"For the price of 1816.35, the Skydio 2 offers excellent performance. It's fantastic for Aerial Photography."
CUST2435,2022-10-07,DJI Mini 2,317.23,Cash,1 Year,Monthly,Recreation,4,"For the price of 317.23, the DJI Mini 2 offers outstanding performance. It's fantastic for Recreation."
CUST2436,2022-12-14,Parrot Anafi USA,2151.7,Credit Card,1 Year,Weekly,Professional Use,4,"For the price of 2151.7, the Parrot Anafi USA offers satisfying performance. It's terrific for Professional Use."
CUST2437,2022-11-15,Skydio 2,1931.61,Credit Card,No Warranty,Weekly,Aerial Photography,3,I'm truly impressed with the Skydio 2. It's excellent and exceptional for Aerial Photography.
CUST2438,2023-05-18,DJI Mavic Air 2,2378.47,Cash,No Warranty,Weekly,Professional Use,4,I couldn't be happier with the DJI Mavic Air 2. It's outstanding and terrific for Professional Use.
CUST2439,2022-11-03,Autel EVO 2 Pro,1811.56,PayPal,No Warranty,Daily,Aerial Photography,4,"For the price of 1811.56, the Autel EVO 2 Pro offers satisfying performance. It's exceptional for Aerial Photography."
CUST2440,2023-08-26,Autel EVO 2 Pro,1937.13,Cash,No Warranty,Weekly,Professional Use,4,I couldn't be happier with the Autel EVO 2 Pro. It's satisfying and exceptional for Professional Use.
CUST2441,2023-06-14,Parrot Anafi USA,684.85,Credit Card,2 Years,Monthly,Aerial Photography,5,The Parrot Anafi USA is satisfying and exceeded my expectations. It's fantastic for Aerial Photography.
CUST2442,2022-11-27,Skydio X2,2392.63,Credit Card,2 Years,Monthly,Aerial Photography,4,"For the price of 2392.63, the Skydio X2 offers impressive performance. It's amazing for Aerial Photography."
CUST2443,2023-05-04,Autel EVO Lite+,978.03,PayPal,2 Years,Monthly,Recreation,4,The Autel EVO Lite+ is impressive and exceeded my expectations. It's fantastic for Recreation.
CUST2444,2022-12-24,Autel EVO 2 Pro,2257.89,Debit Card,2 Years,Monthly,Aerial Photography,4,"For the price of 2257.89, the Autel EVO 2 Pro offers reliable performance. It's perfect for Aerial Photography."
CUST2445,2023-04-15,DJI Air 2S,1295.37,PayPal,1 Year,Weekly,Aerial Photography,5,I'm truly impressed with the DJI Air 2S. It's outstanding and exceptional for Aerial Photography.
CUST2446,2023-03-27,DJI Air 2S,2272.53,Cash,2 Years,Daily,Recreation,5,"For the price of 2272.53, the DJI Air 2S offers impressive performance. It's perfect for Recreation."
CUST2447,2023-09-02,DJI Mavic Air 2,1870.64,Cash,1 Year,Daily,Professional Use,5,"For the price of 1870.64, the DJI Mavic Air 2 offers impressive performance. It's perfect for Professional Use."
CUST2448,2023-02-28,Yuneec Typhoon H,1063.84,Cash,1 Year,Monthly,Aerial Photography,4,"For the price of 1063.84, the Yuneec Typhoon H offers reliable performance. It's terrific for Aerial Photography."
CUST2449,2023-01-26,DJI Mini 2,2396.76,Cash,1 Year,Weekly,Recreation,4,"For the price of 2396.76, the DJI Mini 2 offers outstanding performance. It's amazing for Recreation."
CUST2450,2022-10-20,DJI Air 2S,826.76,Credit Card,2 Years,Weekly,Professional Use,4,"For the price of 826.76, the DJI Air 2S offers satisfying performance. It's fantastic for Professional Use."
CUST2451,2022-12-08,DJI Mavic Air 2,1417.95,Credit Card,2 Years,Weekly,Recreation,3,"For the price of 1417.95, the DJI Mavic Air 2 offers satisfying performance. It's exceptional for Recreation."
CUST2452,2023-01-12,Skydio X2,1530.18,Credit Card,1 Year,Daily,Recreation,5,"For the price of 1530.18, the Skydio X2 offers satisfying performance. It's fantastic for Recreation."
CUST2453,2023-04-03,Skydio 2,569.1,PayPal,1 Year,Weekly,Recreation,5,The Skydio 2 is excellent and exceeded my expectations. It's fantastic for Recreation.
CUST2454,2023-02-06,DJI Air 2S,2076.66,Cash,2 Years,Weekly,Aerial Photography,4,"For the price of 2076.66, the DJI Air 2S offers satisfying performance. It's perfect for Aerial Photography."
CUST2455,2023-06-28,DJI Mini 2,1406.68,PayPal,No Warranty,Weekly,Recreation,3,I couldn't be happier with the DJI Mini 2. It's satisfying and terrific for Recreation.
CUST2456,2023-05-16,Skydio 2,1755.84,Debit Card,2 Years,Daily,Professional Use,5,"For the price of 1755.84, the Skydio 2 offers reliable performance. It's fantastic for Professional Use."
CUST2457,2023-04-27,DJI Mavic Air 2,832.49,Credit Card,2 Years,Weekly,Professional Use,3,"For the price of 832.49, the DJI Mavic Air 2 offers reliable performance. It's terrific for Professional Use."
CUST2458,2023-01-06,DJI Mavic Air 2,1727.85,Cash,1 Year,Monthly,Recreation,4,"For the price of 1727.85, the DJI Mavic Air 2 offers excellent performance. It's perfect for Recreation."
CUST2459,2023-06-03,Autel EVO Nano+,1074.63,PayPal,2 Years,Monthly,Recreation,5,"For the price of 1074.63, the Autel EVO Nano+ offers satisfying performance. It's fantastic for Recreation."
CUST2460,2022-11-22,DJI Mavic Air 2,2309.85,Debit Card,No Warranty,Monthly,Professional Use,5,I couldn't be happier with the DJI Mavic Air 2. It's reliable and fantastic for Professional Use.
CUST2461,2023-07-11,Skydio X2,1023.63,Credit Card,1 Year,Monthly,Aerial Photography,4,"For the price of 1023.63, the Skydio X2 offers reliable performance. It's fantastic for Aerial Photography."
CUST2462,2023-02-04,DJI Mavic Air 2,1357.97,Cash,2 Years,Weekly,Recreation,5,"For the price of 1357.97, the DJI Mavic Air 2 offers impressive performance. It's terrific for Recreation."
CUST2463,2023-02-16,DJI Air 2S,1717.26,Credit Card,1 Year,Weekly,Aerial Photography,4,"For the price of 1717.26, the DJI Air 2S offers satisfying performance. It's exceptional for Aerial Photography."
CUST2464,2023-06-11,DJI Air 2S,1448.94,PayPal,No Warranty,Weekly,Aerial Photography,5,"For the price of 1448.94, the DJI Air 2S offers impressive performance. It's terrific for Aerial Photography."
CUST2465,2023-03-29,DJI Mavic Air 2,2221.37,Credit Card,2 Years,Weekly,Professional Use,5,"For the price of 2221.37, the DJI Mavic Air 2 offers outstanding performance. It's terrific for Professional Use."
CUST2466,2023-07-15,Yuneec Typhoon H,520.78,Cash,No Warranty,Daily,Aerial Photography,3,I'm truly impressed with the Yuneec Typhoon H. It's excellent and amazing for Aerial Photography.
CUST2467,2022-10-26,DJI Mavic Air 2,1570.31,Debit Card,No Warranty,Monthly,Professional Use,4,The DJI Mavic Air 2 is satisfying and exceeded my expectations. It's fantastic for Professional Use.
CUST2468,2023-06-27,Yuneec Typhoon H,2057.58,Cash,1 Year,Monthly,Professional Use,4,"For the price of 2057.58, the Yuneec Typhoon H offers reliable performance. It's exceptional for Professional Use."
CUST2469,2023-01-14,Autel EVO Lite+,517.73,Cash,2 Years,Monthly,Aerial Photography,4,"For the price of 517.73, the Autel EVO Lite+ offers reliable performance. It's perfect for Aerial Photography."
CUST2470,2022-10-20,Autel EVO Lite+,2478.11,PayPal,No Warranty,Daily,Aerial Photography,2,"For the price of 2478.11, the Autel EVO Lite+ offers reliable performance. It's amazing for Aerial Photography."
CUST2471,2023-07-14,Autel EVO Nano+,375.55,Credit Card,No Warranty,Weekly,Recreation,4,"For the price of 375.55, the Autel EVO Nano+ offers impressive performance. It's perfect for Recreation."
CUST2472,2023-09-04,Skydio X2,994.32,Cash,2 Years,Monthly,Professional Use,3,The Skydio X2 is excellent and exceeded my expectations. It's exceptional for Professional Use.
CUST2473,2023-01-25,Autel EVO Lite+,2413.27,Cash,2 Years,Daily,Professional Use,4,"For the price of 2413.27, the Autel EVO Lite+ offers impressive performance. It's exceptional for Professional Use."
CUST2474,2023-01-22,Skydio X2,433.47,Credit Card,1 Year,Daily,Aerial Photography,2,"For the price of 433.47, the Skydio X2 offers reliable performance. It's amazing for Aerial Photography."
CUST2475,2023-07-25,DJI Mavic Air 2,301.23,PayPal,No Warranty,Weekly,Recreation,4,I'm truly impressed with the DJI Mavic Air 2. It's outstanding and perfect for Recreation.
CUST2476,2023-01-12,DJI Mini 2,1850.65,Cash,No Warranty,Monthly,Recreation,4,"For the price of 1850.65, the DJI Mini 2 offers satisfying performance. It's terrific for Recreation."
CUST2477,2023-05-31,DJI Mini 2,336.88,Credit Card,1 Year,Daily,Recreation,4,"For the price of 336.88, the DJI Mini 2 offers excellent performance. It's exceptional for Recreation."
CUST2478,2023-05-14,DJI Mavic Air 2,768.73,Debit Card,1 Year,Weekly,Recreation,5,The DJI Mavic Air 2 is impressive and exceeded my expectations. It's terrific for Recreation.
CUST2479,2022-12-19,Skydio X2,2262.19,PayPal,No Warranty,Daily,Professional Use,1,"For the price of 2262.19, the Skydio X2 offers reliable performance. It's amazing for Professional Use."
CUST2480,2022-12-04,DJI Mavic Air 2,995.98,PayPal,2 Years,Monthly,Aerial Photography,1,"For the price of 995.98, the DJI Mavic Air 2 offers reliable performance. It's amazing for Aerial Photography."
CUST2481,2023-07-01,Autel EVO Nano+,369.09,Cash,2 Years,Monthly,Recreation,5,"For the price of 369.09, the Autel EVO Nano+ offers excellent performance. It's fantastic for Recreation."
CUST2482,2022-11-11,Parrot Anafi USA,785.56,PayPal,1 Year,Daily,Recreation,5,The Parrot Anafi USA is impressive and exceeded my expectations. It's fantastic for Recreation.
CUST2483,2023-01-02,Yuneec Typhoon H,1453.3,Cash,1 Year,Daily,Recreation,3,"For the price of 1453.3, the Yuneec Typhoon H offers reliable performance. It's terrific for Recreation."
CUST2484,2022-10-19,Autel EVO Lite+,543.65,Debit Card,2 Years,Monthly,Professional Use,1,"For the price of 543.65, the Autel EVO Lite+ offers reliable performance. It's amazing for Professional Use."
CUST2485,2023-03-18,Autel EVO Nano+,314.44,PayPal,2 Years,Monthly,Aerial Photography,4,I couldn't be happier with the Autel EVO Nano+. It's excellent and amazing for Aerial Photography.
CUST2486,2023-07-18,Yuneec Typhoon H,2443.17,Debit Card,2 Years,Weekly,Recreation,3,I couldn't be happier with the Yuneec Typhoon H. It's reliable and terrific for Recreation.
CUST2487,2022-11-20,DJI Air 2S,2253.6,Debit Card,2 Years,Weekly,Recreation,4,"For the price of 2253.6, the DJI Air 2S offers satisfying performance. It's perfect for Recreation."
CUST2488,2023-05-21,Skydio 2,407.19,PayPal,1 Year,Monthly,Recreation,5,"For the price of 407.19, the Skydio 2 offers outstanding performance. It's fantastic for Recreation."
CUST2489,2023-06-19,Autel EVO Nano+,2060.96,Debit Card,1 Year,Weekly,Recreation,4,"For the price of 2060.96, the Autel EVO Nano+ offers satisfying performance. It's exceptional for Recreation."
CUST2490,2023-07-06,Skydio 2,737.39,Credit Card,1 Year,Weekly,Aerial Photography,4,"For the price of 737.39, the Skydio 2 offers impressive performance. It's terrific for Aerial Photography."
CUST2491,2022-10-14,Autel EVO 2 Pro,876.47,Credit Card,2 Years,Weekly,Aerial Photography,4,The Autel EVO 2 Pro is outstanding and exceeded my expectations. It's terrific for Aerial Photography.
CUST2492,2023-06-12,Parrot Anafi USA,1512.78,Cash,2 Years,Daily,Recreation,4,I'm truly impressed with the Parrot Anafi USA. It's satisfying and amazing for Recreation.
CUST2493,2023-04-08,Autel EVO 2 Pro,839.69,Debit Card,No Warranty,Monthly,Recreation,5,I couldn't be happier with the Autel EVO 2 Pro. It's impressive and perfect for Recreation.
CUST2494,2023-02-04,Skydio 2,1391.11,Credit Card,1 Year,Weekly,Aerial Photography,2,The Skydio 2 is reliable and exceeded my expectations. It's amazing for Aerial Photography.
